customer_id,name,age,segment,monthly_spend,signup_date
19b667aa-7cc0-428f-abe1-8c492fca5c61,Shawn Schroeder,26,budget,53.11081654222413,2024-04-16
d58386fe-eeb3-4849-83f0-1c3a068d42dd,Matthew Russell,33,premium,226.3960242552771,2023-07-07
d4818e75-b215-4d8d-9946-e068533c4bf5,Janet Adams,27,budget,53.120935699262795,2024-10-02
7100156d-cfe5-406b-b55b-485eae0bb307,Andrea Lee,47,premium,198.09520426016505,2025-03-23
ada331b3-cd7f-4cdf-87a7-75dc42c7537e,Cynthia Cole,73,budget,74.11483223796951,2024-07-01
0696ae77-22fd-408a-936e-51cee128f5ee,Sandra Moore,38,premium,218.53327117905422,2024-08-01
feb813bd-4041-4639-ae84-c93d44689a53,Tyrone Delacruz,32,budget,45.10907583165475,2022-10-24
50e187b6-355f-4ed2-a7ef-8ebcbec19450,Carlos Davis,48,premium,161.81396193175544,2022-02-06
a7004104-355a-4bf7-a3d2-0b5484c0a796,Melinda Watkins,32,premium,146.46092086135204,2022-10-13
13f97a73-f320-403f-b752-af5056ee19af,Linda Vaughan,26,budget,53.788596489108556,2024-03-15
8f1644a0-4c80-41a3-9cb1-f7629ba3bf26,Nathan Figueroa,61,budget,66.77302436134849,2022-09-13
3232c0dd-d486-442f-bb82-bbefe93508c4,Melinda Brown,47,budget,56.23483415847651,2024-11-22
3f89d35a-df48-403b-8ea7-c4d60feb1120,Robert Price,76,premium,200.1120095748957,2025-03-22
5b91dd93-fbc7-496a-9329-cf294acf8e73,Stephen Hall,58,budget,49.7704513952084,2023-06-18
df129aa2-ce3d-4855-b036-5581c7cd4378,Tammy Bryant,31,budget,53.139922853528226,2025-02-09
4681954c-0731-44ce-9d94-c91de5b80b93,Barbara Caldwell,74,budget,31.04072080340545,2023-04-11
e7206717-52a0-4eb5-b96b-6f332a931802,Cristian Love,25,budget,50.822600195855124,2025-06-18
25e3cd95-6733-4201-93b0-f9f6b24150e3,Nicole Carpenter,42,budget,34.497096153279514,2023-12-14
077a59ae-11c8-4c8a-ad98-fb50ac56ba0a,Amy Noble,20,premium,165.7989211545949,2023-09-24
996232a2-f677-44f7-ae8e-ca328cfdc96f,Jennifer Davidson,62,budget,46.83403652030365,2021-08-22
7263d3cb-5932-4e78-9540-c32ebc48e4b9,Richard Jackson,27,premium,184.60221231441724,2025-05-28
2122d5fc-d3e2-4065-bd33-a18ac193b52a,Denise Kennedy,67,budget,39.61983217579777,2022-05-20
cc1cd244-a682-466f-9777-226e0c213c6f,Meagan Richards,63,premium,164.19922032547007,2023-07-05
2686e721-e239-415a-af59-1115c2ca0041,John Collins,34,budget,68.53364785567494,2020-12-09
ac3a4d35-4b73-487d-86f8-8ca923f7023f,Caleb Kennedy,55,budget,44.26234522399489,2025-01-03
3cd135eb-a2b9-4bf3-8c3f-839ee3c39b97,Leah Jones MD,58,budget,48.41094141246608,2024-06-16
7db82d9b-d1cb-4079-9022-c3764bbd911a,Natalie Vega,42,budget,32.441590939626096,2022-10-24
ae39c7d7-8aff-4b6d-8e79-c9f5b9def08b,Devin Fowler,77,budget,49.58498361849798,2022-06-20
1a95fc7e-8410-49fd-a98f-349c0d866d2d,Thomas Stevens,57,budget,57.071928963275745,2021-12-25
54d2c1ab-a93a-4159-b17d-aa9f6c6c2b4d,Elizabeth Hall,31,budget,44.78704874288593,2024-07-22
6221b616-1994-4d6e-b714-1c5194e0cdc6,Sharon Drake,49,budget,53.16018388577335,2024-01-20
8f434f7e-f195-43bb-a222-cf1f0e5b2984,Scott Harvey,23,budget,41.03523813310778,2024-04-07
9243ea7a-7565-4dec-aade-8d647d70dcc9,Danny Pena,18,budget,58.97620484467651,2021-10-26
93f1b148-0e02-4966-b29c-9bde35daa983,Patrick Turner,70,budget,44.25089839656087,2023-05-15
c83f6ffe-a8f8-4144-ac3e-666c40ae741e,Steven Krueger,65,budget,45.82281291201613,2021-11-30
b538e31d-14c2-4562-9601-d8b2ca78d323,Stephanie Smith,38,budget,48.63115153539567,2024-07-10
cab6ec55-d16a-4101-99e6-e4ec7874fc69,Leslie Perez,40,budget,51.09950094717562,2024-12-31
76e7c760-ed66-4f7a-bb6a-00096d723047,Lawrence Chandler,74,budget,54.0152438364358,2021-04-21
61a8265f-700b-47ec-8b69-5d2a51adc908,Lauren Werner,25,budget,49.299348236168434,2021-08-26
7ffd6a41-a9ce-4e43-962b-ce4d506d5405,Jennifer Thompson,63,budget,43.15932489002904,2024-04-03
e44eff54-ac7b-40e4-9248-56b9140e09dc,Kevin Rodriguez,35,premium,164.27376275566007,2024-02-12
4b3d874c-0841-4f27-a070-3503eeb96a54,Casey Farmer,59,premium,247.04598407977716,2023-12-18
73a7544c-461e-4d46-b831-f17a089e09fc,John Mccullough,65,budget,36.925374070241524,2023-10-14
86a884c4-cd9f-4695-a1f0-d6d1830df00e,Bradley Rodriguez,56,budget,33.672678146765286,2023-06-22
4f96e4f6-96a9-47c6-92e3-5c07242912cd,Jessica Murphy,76,budget,51.245648434930466,2025-03-30
feb4298a-7146-4325-b57c-ade9911b477b,Brittney Ruiz,32,budget,58.6365813779055,2021-07-13
b1005b3d-2693-45a1-9ded-8b751a6c5f69,Dillon Weiss,28,premium,170.66852956605467,2022-09-09
dbf6ed38-ccb2-4b08-8709-569f45fb809f,Francisco Bond,53,premium,179.45003678432693,2020-10-16
9df7537b-e458-41d6-8804-4a8416ad4e37,Michael West,34,budget,51.903775111933086,2022-07-16
8f6835e1-c90b-43c9-869f-7e1442233613,Dawn Nolan,35,budget,33.5974569525137,2022-12-09
f9d4fc03-4eb9-40ad-8a99-a4c1d9c68942,Heidi Marshall,78,premium,240.75152587536942,2022-07-30
95f8a61f-988d-4748-a90f-e0a5541a575f,William Simpson,49,budget,30.69290861714955,2023-10-11
c9b8a7a1-2592-41e2-98f1-f0e58eca326e,Kendra Fuentes,68,premium,189.72334950123349,2023-11-27
e4d119f0-97fe-4d89-80cf-c06e065662b5,Kathleen Williams,43,premium,145.91765776421715,2023-04-09
75f1d500-aa84-4d2e-94d9-c14b811c1c07,Judith Miranda,75,budget,43.322686632527834,2024-12-25
595c9357-1065-4386-9cbb-b07b852279a8,Amber Powers,25,premium,248.00201552134894,2023-08-08
bb56ed39-c0b6-41b0-9a15-eb34f4d46f24,James Trevino,36,budget,72.87045759022695,2020-09-12
b1a651c2-59a7-4b5e-a5f9-4a7bb3ecdaa9,Wesley Carter,72,budget,55.377132419935194,2024-01-07
a0703da7-eb4c-45ba-9cb3-cd2af6b42486,Amber Smith,27,budget,51.166477024292,2021-04-12
fed38d60-9111-4111-b978-5bf36c84f0e5,Vickie Harvey,23,budget,59.32608412962303,2024-04-15
00004ac2-ef4a-4e45-bffe-ffde5d54fd2c,Sophia Brown,41,budget,67.1236338087613,2021-02-03
c565993f-a2ee-4395-9974-5650a93e5802,Joseph Hayes,29,budget,39.64584408401823,2021-06-07
f54bafaf-559d-4c49-9474-53aa29cad3c0,Natasha Singh,26,budget,67.0890851635469,2024-09-26
bc9a9ec6-5207-46a9-82de-357dab71344d,Cody Rivera,64,premium,220.10799000221527,2021-09-21
e4355a51-1555-4578-a2f1-d488dbc9e4f8,Jesse Miller,71,budget,38.32974636276276,2020-07-12
19f6060f-0c02-4fe7-8f67-1d0a55e37462,Dale Jordan,37,budget,53.933200493053846,2021-06-14
fb7b87fa-4ffe-4c64-953d-7208552214d2,Nathaniel Cole,32,budget,65.59332671959152,2021-02-06
b37f5a36-2524-4d87-9ffd-8bf6dc83bf00,Madison Hamilton,64,budget,43.08885059756324,2024-05-28
ba611201-00af-4fc1-ad4b-05b1630971e6,Kevin Arnold,36,budget,62.179960660695045,2023-01-06
e7083f21-ec5a-46c8-84d4-a1763cfc3596,Laura Larson,66,budget,37.30913292573547,2020-09-20
736b90ea-9079-418d-8241-cdafc88a29d5,Melissa Moran,77,budget,45.13115416359082,2021-11-30
f7864481-f480-4567-b8b7-c768c4757985,Erin Sandoval,64,budget,50.06610197843106,2022-06-09
d1fadcfb-5ddb-413f-9d42-85e54aa2683a,Rachel Murphy,26,premium,207.32678462202733,2022-03-12
6e3574cf-117a-44e1-9d5d-7600f4cc6815,Jeffery Smith,21,budget,42.69365480310601,2022-04-16
1f06400b-4780-4a6b-939a-e6984a21c9c7,Charles Harrington,52,budget,65.91624995264668,2023-01-12
b49d2a6b-99cc-4f79-8bca-385aa39d252a,Kari Reese,24,premium,241.9108758369304,2022-01-26
ad6f4f0e-fa30-4bd9-9dfe-e568c21f41d7,Michael Shepard,21,premium,163.84633073133406,2020-08-19
61b5c3ef-1678-485c-8f6a-779d89d67297,Kristine Davis,51,budget,44.933195287003954,2023-06-27
d9c5f4c0-6d88-411b-997e-002795806aad,Lisa Lopez,28,budget,41.550722391253224,2020-07-19
164d23cb-dbf5-4027-ad32-e639a7b739d4,Aaron Lucero,18,budget,55.20757364639747,2023-01-21
b55146ce-6195-499a-aef9-6546c86fb549,Christina Thompson,36,budget,51.924004058221215,2020-09-07
33c83699-f43f-4bb0-865f-5b9d71d0327a,Barbara Sanders,46,budget,52.39014584757129,2022-08-05
8855ccf9-0304-456f-87a1-50f91bf24174,Nicole Woods,53,budget,48.45190105275209,2023-06-05
d1b778f0-5b3d-477d-99c0-c7dbeba1b3a0,Lisa Conrad,20,budget,61.30302594583115,2022-12-29
084867b3-5392-4c69-8021-95007ef2e979,Justin Mccoy,33,budget,58.76141480333318,2020-11-06
39e250d1-b23e-470b-9bae-fea2de1764fe,Mrs. Jill Salas,21,budget,58.838906550362324,2022-04-04
5809de95-956f-411b-b841-63eb1e2a4643,Lauren Davis,49,budget,55.00070795267038,2021-02-15
ca7617c0-d566-4392-b766-3223d1888e34,Ricky Cooper,35,budget,54.6061087221291,2023-05-04
8c65b563-49c0-4ac9-b362-a304d13f7a9a,Brandy Gutierrez,78,budget,80.95843283855304,2021-12-13
f5c7d2e3-978e-4d9c-9e24-8055ff065681,Veronica Hill,46,premium,218.88204851993285,2024-09-25
6a4d4444-1ab7-4679-b439-53f749847b63,Annette Golden,61,budget,47.264747396122985,2021-01-01
2d05ef30-d5f5-4e3e-af53-df855a65c95e,Gloria Lee,51,budget,51.694445495686914,2024-08-09
3c7403be-4296-4c83-a240-b1fcd4e9c1e8,Jamie Hebert,19,budget,51.29101843139287,2023-07-22
d611ef60-f449-49c8-9017-4dac183f76d5,Gregory Curtis,23,premium,228.5899303813651,2021-09-20
cb45e183-e50c-44ff-bace-6ef3e00b8b8b,Michael Harris,74,budget,34.92990727609039,2021-05-11
046126bf-cf47-405d-8dab-8f6e014dc6ba,Sheila Sandoval,58,budget,44.32164375589373,2021-05-23
0a94cdbb-600e-443c-858c-c1af1751842a,Kellie Novak,20,budget,56.02744828194112,2023-04-25
fdfd3b12-f6c5-4376-a994-6f886ff922f1,Joseph Murray,56,premium,203.31686711028627,2023-08-18
7bff1453-6b8f-4b76-ab72-8bf45ef750fa,Jennifer Jones,38,premium,308.22551485337556,2020-08-02
ec56627a-27d1-4ee5-8cce-5d9b439731e8,Jennifer Schwartz,57,premium,130.14594845842896,2022-03-01
aa41533d-033a-4b39-a1e1-1d621b58e941,David Chavez,36,budget,53.326400691007194,2020-09-19
f3e0bcde-9c95-43a2-9f07-ae9b758b9a24,David Rodriguez,49,budget,49.27020924745369,2023-10-05
68999a15-b402-4691-9ae2-ea20281bc5e4,David Johnson,66,budget,44.61602146558157,2021-12-12
f314a7b3-7b86-47d6-bdf3-16d54a380db9,Julie Gomez,69,budget,47.1525107710612,2020-07-20
c9e468dd-80fa-424a-9b3f-dbba8a53bd1c,Elaine Jordan,29,premium,200.52482114262534,2022-03-06
bf9cf2bf-43b7-4a03-bcec-ef2f75c4077e,Michael Warren,70,budget,53.09205083178464,2023-05-12
277b6f37-fe64-4746-a7d1-12c094dc493e,Anthony Gonzalez,58,budget,67.0556808508757,2021-02-12
4fe9e413-65c2-4f15-85ad-7789783c42dd,Sheryl Martin,50,budget,47.915874013522625,2025-02-04
aea1412e-2fc3-4927-b697-821346e4a523,Dana Wallace,54,premium,196.59059198471718,2023-05-03
2a1e80c9-1a4c-4884-ab2a-7a8bea529159,Tammy Moore,41,premium,171.787508468058,2021-06-14
4e35caec-ef47-4030-830e-68c919d37443,Denise Becker,30,premium,157.79856424710312,2022-02-02
3de4aec8-eb8b-40da-b0fa-2a51b78334a5,Timothy Ferguson,68,budget,53.971194805821106,2025-03-23
38e3d292-0fb5-4b5d-8a15-518fc125e64c,Kelly Norman,79,premium,166.63434851088542,2022-01-19
463f37fc-0eea-48d6-a49a-5036db5bb33a,Savannah Ortiz MD,64,budget,31.061400382322827,2022-05-18
e3a98187-4cd7-42b9-918c-a7bb8e668466,Melissa Shelton,27,budget,54.15806135734705,2023-05-26
be6e534c-aeb5-4f60-9ef4-cd45d95520be,Jason Walters,34,budget,41.75578975612061,2020-10-19
738dc5ba-9c1d-4024-af6f-d88fbfaa225d,Donna Salazar,43,premium,161.63870729667445,2024-10-22
8c9601fd-03d2-4858-9a08-975ec289b1c2,Cody Fernandez,20,budget,52.92133090262458,2021-08-27
92369de2-851e-4ac3-92c5-db4838a817c6,David Spears,66,premium,190.19758399517445,2024-08-21
e8bc5114-4fe0-421b-8ea0-6448aacee04c,Charles Smith Jr.,48,premium,220.70201841769844,2025-02-01
928f0960-a2a5-4335-bbb3-a5c78fe92e24,Amanda Brown,21,budget,52.436655183563545,2021-07-09
798f045c-dfbf-4b0b-a7ad-72c29e1bc0bf,Courtney Escobar,32,budget,53.0040769023385,2023-02-02
9cf0a7fb-49db-4567-a6e9-70f21b6c0cf8,Kimberly Pierce,45,budget,42.7184053916356,2021-11-02
3b7eafa3-23ff-4843-9e3d-36bbe2ef83d8,Sabrina Conway,78,budget,58.5086019972164,2022-02-16
162d40c5-0931-4b29-8a5a-7e37f8ac4126,Jim Rodriguez,30,budget,55.29722656365441,2024-01-25
d7f73f4c-a1cd-4c07-8d02-ae9d0494c175,Frank Brown,65,budget,71.43297369783566,2024-03-02
fe1f8ddb-2344-461f-85e3-4fc2ba3513f9,Devin Russo V,72,budget,63.245036721336426,2020-11-10
60f12cbb-09aa-4f2c-9335-58a3cdb929e6,Kimberly Hernandez,48,budget,55.59868417524467,2021-02-14
dbcae78a-f4ec-4a32-8a53-2d137aee6691,Rebecca Hawkins,18,budget,51.50253439490181,2023-09-21
254e2ffc-35bd-4420-a1dc-ced66e924e0e,Nancy Brown,30,budget,41.310260287413165,2020-07-18
8d9b99dd-4006-47f0-90de-b25187564004,Joshua Campbell,55,budget,49.06670485921716,2022-12-29
0ac763fb-d733-4873-99e6-9683924c45e4,Jacqueline Huffman,69,budget,56.66251973266727,2021-06-19
2495e7b9-c098-436a-bd2f-1a1283d62b85,Suzanne Hampton,58,budget,51.683191968492565,2021-03-03
d1f51a86-6ea8-4d97-a4ad-5a4f768414c1,Robin Griffin DVM,19,budget,35.530875193737835,2020-08-01
8b339010-b6ce-4d54-8fb9-6d8c0303ef32,Michael Thompson,47,premium,223.27643900734472,2025-03-06
b2965780-d0c2-4ffc-818b-6836387bc061,Timothy Brown,44,budget,67.46567752946625,2023-05-28
69b46a45-3ccf-4f50-8b0b-9d160a3c8b01,Joshua Vasquez,65,budget,51.865035963436966,2021-09-08
8010a24e-1d9d-4113-8955-7ec5f1618763,Tara Williams,65,budget,45.25548487537705,2021-06-04
6eaeaa2b-5d24-431b-abbe-c1316a050dc5,Bianca Rogers,22,premium,130.42742953091744,2020-09-17
95012c6e-2089-4286-aead-bce0b180f895,Nathan Mason,39,budget,52.11873797338548,2021-07-02
56ffafc3-54d7-4a64-9d0d-35ad95b0d4c5,Sheryl Johnson,22,budget,67.0955073133199,2021-09-25
700d0792-a2b2-43db-b2d0-dfe74558bb0c,Jennifer Freeman,66,premium,259.9037924814527,2024-03-18
7ed560ff-e945-4b12-96f1-95f9dd79376a,Anthony Campos,60,budget,55.60444509306236,2023-02-01
f1209253-d35f-4f88-ab20-b9ee9e5010d2,Jessica Nunez,56,budget,51.5605294850498,2024-05-05
c75b8d74-32ea-4609-8825-fae78bf20231,Monica Ortega,58,budget,50.52023958861001,2024-04-08
800ba42b-bf52-4b02-8a00-9539f2164311,Michael Obrien,69,budget,41.33868726967418,2023-06-07
20c13eaa-acff-4142-96b8-594918238090,Anthony Smith,20,budget,40.24421132189535,2021-11-22
49646c80-061e-43f2-a22a-70d91b59c197,Gerald Martinez,37,premium,275.8330763715553,2021-09-24
9a70e46c-7ae6-48bd-b1eb-2d39b1daf885,William Perry,22,premium,176.30202788549852,2023-06-23
d2111c0e-2bdd-4d92-a549-4c339c8ddd55,Amy Brown,50,budget,65.72261176211062,2025-05-16
92cf6821-db6b-470e-9454-edfde5e64d06,Michelle Anderson,61,budget,63.36539355635608,2022-12-30
1175e2dc-c688-4f21-a9bc-033d057dd830,Katherine Lee,46,budget,57.61622335658527,2024-06-16
657f0bcc-cb22-4827-8fdd-63b79aa47dbb,Maria Garner,35,budget,50.45716527591919,2024-03-09
c9127776-9205-47a9-9a8b-89c742e44ab7,Mark Ruiz,68,premium,203.81116801477464,2022-06-08
2743436e-8686-4fc0-aeed-1e8ef84a6c6a,Susan Horn,66,budget,60.53926601889789,2025-05-06
d3089417-84d8-43a7-8d37-3039a8374450,Gloria Suarez,18,budget,51.03907737780259,2021-06-15
57066f89-7bed-4089-91ab-ae0924c13153,Kristin Castillo,25,budget,44.909145860911366,2023-11-30
c63db23c-1722-445f-89d5-b82de607ef48,Daniel Garcia,78,premium,213.70949087730946,2025-05-23
c756e390-baee-4c8b-8499-9d7768f173b4,Crystal Robinson,34,budget,48.68180471518485,2021-09-13
9135fe7b-36dc-4704-9507-d9a19e1199ff,Jacob Johns,21,budget,45.64033975179196,2021-08-31
5f6b2943-5fe9-48df-b047-80a42c5ff735,Manuel Pollard,60,budget,48.37076900684016,2022-07-29
b90aaf98-1112-45f1-b25f-2c58ad79e37a,Matthew Barnett,79,premium,210.50447751827843,2023-02-12
30180bd0-9d49-45a4-8038-90d479d265d7,James Oneal,49,budget,49.56402459525597,2024-10-22
4922c53a-071f-4f13-8057-d64284c67332,Sheena Flores,37,budget,60.52407767260742,2023-09-08
c41a4750-dd47-4ffc-8a7c-e3d6578d37bf,Victoria Moore,29,premium,219.580133627419,2022-10-27
e0f724f2-f7b6-4354-93e1-da8028cf2c13,Christopher Mendoza,47,budget,43.08852278821508,2023-11-05
d7745501-2ec0-420c-8a7f-b74f3fc0803c,Tina Hess,18,premium,256.37184931763886,2022-10-03
a7f70f6b-0c19-4ac5-8095-a0fedb116482,Sara Jones,24,budget,49.1735003557951,2021-02-25
923af3b4-cd7f-449d-8c5f-69538c5220ef,Luke Brown,50,premium,197.30465834581221,2023-04-15
3b6fa25b-0591-4f85-a1a7-4046f8114b5b,Christian Wilson,26,budget,52.9015049833419,2022-01-24
7efc64d1-8bdb-43c4-8797-1c53522f8680,Stephanie Kerr,36,premium,202.72585322479853,2022-05-30
ec4fc140-f5b7-4600-a402-421d131a2eac,Michelle Bowen,60,budget,51.689868221230334,2025-06-04
b88b02d3-d6b3-4707-8e28-7b91c96b16e5,Richard Suarez,35,premium,204.8773439564704,2020-09-18
aab6e89c-5680-4fc4-9c34-1a743ba227d9,Christian Evans,79,budget,51.06342577657316,2024-07-11
56e398be-d3e4-490a-964e-1e77fbee34ab,Jeffrey Gallagher,50,budget,71.56135202806718,2024-04-09
1c3d368b-63e4-4a52-8043-0c56effa8623,Melissa Walker,67,premium,217.8337132049326,2022-02-01
41f3b663-fd1d-420e-86c0-305560faa71c,Melissa Palmer,72,budget,47.68472731513172,2025-01-01
bc5aac29-97fa-4e45-80eb-7a9c827e5d55,Richard Fowler,56,premium,209.05348340917064,2021-08-13
fa21a2b0-bf64-414d-8d3f-19fe341dc509,Howard Miller,49,premium,195.85838412785654,2024-04-18
040446fe-fd59-4d3b-9b19-e45bf5347390,Jennifer Wilson,63,premium,155.78515668365594,2024-08-15
1c3e04f2-283e-47bb-a1c0-26e878e58cf3,Tammy Lewis,24,budget,46.540544085158345,2025-03-27
e0e8ada3-5c2f-45eb-9341-825036eaf129,Ricardo Contreras,30,budget,35.90997362996302,2021-12-22
95933027-f0c5-4edc-8c3a-f21e99096819,Tara Santiago,22,budget,40.55915028803393,2025-06-13
c324349c-b00a-4782-bec9-2a221b1cf063,Bonnie Love,45,budget,54.08807333601856,2023-03-09
22cf6f3b-19c8-4241-8fd0-5c22b9a6d28b,Lori Cohen,65,budget,50.17047481689812,2021-03-19
2cc5745f-41b8-4646-ade8-57f6cf8d868d,Krista Hubbard,45,budget,49.49299816439568,2024-09-25
c5fe9a36-6b6e-41a1-bfda-13a087fead41,Brenda Jarvis,76,premium,153.43875965703748,2021-09-05
eb7c9870-373f-4144-b4e4-d8fa11db0067,Brandy Horn,26,premium,165.61664248429597,2025-02-07
78b4a1fd-a1ed-45fd-997d-a3b6bba37330,Mark Navarro,23,budget,57.740948172594045,2025-06-14
1c822b78-3f20-4aaa-8119-41fd9967f793,Justin Anderson,63,budget,53.70335077221542,2020-07-28
33f0f2bd-e24e-4d5f-86b7-dced8591e79e,Daniel Cain,68,budget,68.50029279862531,2024-08-07
2fe5338b-73fc-41e4-aeca-dee59b4839db,Mr. Daniel Griffin,79,budget,55.116454853872455,2023-08-11
d3f712cb-3f85-44b4-ad77-45563695ba91,Alicia Vega MD,72,budget,51.225974525541695,2023-07-28
15884b86-693c-4782-ba04-4bc4d1865b8f,Richard Rice,76,budget,63.84177843225079,2020-08-09
01742351-d753-4bbe-acfd-3f0274fea58b,Charles Garza,33,premium,219.51277514777956,2022-04-14
734c9b23-e525-4b25-9b22-e74c3db3592c,Morgan Wright,33,budget,58.44350458820779,2024-05-22
